Type	error	PC Date	PC Time	GPS date	gps time	latitude	longitude	equ temp	std val	CO2 mv	CO2 um/m	H2O mv	H2O mm/m	licor temp	licor press	 atm press	equ press	H2O flow	licor flow	equ pump	vent flow	atm cond	equ cond	drip 1	Aux. H2Oflow	cond temp	dry box temp	deck box temp	Fluke Temp2	Oxygen	Saturation	Optode Temp	WB Pressure	O2_Cal_status
EQU	0	30/08/18	08:24:43	//	08:24:43	58.1725	5.0165	16.17	NaN	2042.20	348.51	206.62	1.37	32.84	1019.20	1015.69	-0.82	2.91	84.53	124.00	-55.68	9.89	9.89	9.89	3.76	5.06	27.00	36.03	16.019	301.508	98.227	16.200	1019.37	1
EQU	0	30/08/18	08:26:15	//	08:26:16	58.1750	5.0048	16.17	NaN	2041.40	348.14	206.95	1.37	32.83	1019.70	1015.53	-0.82	2.92	85.86	124.00	-55.73	9.89	9.89	9.89	4.29	4.81	27.00	36.14	16.031	301.222	98.156	16.211	1019.75	1
STD1	0	30/08/18	08:30:46	//	08:30:46	58.1822	4.9708	16.16	0.00	5.83	-0.18	-16.67	-0.10	32.84	1019.20	1015.65	-0.79	2.89	84.53	124.00	-55.04	9.89	9.89	9.89	3.63	4.81	27.00	36.35	16.000	301.540	98.208	16.186	1019.58	1
STD2	0	30/08/18	08:35:17	//	08:35:17	58.1894	4.9367	16.15	189.97	1245.90	189.48	-24.17	-0.15	32.84	1019.40	1015.72	-0.81	2.92	71.92	124.00	-55.67	9.89	9.89	9.89	4.25	4.75	27.00	36.45	16.062	302.519	98.590	16.216	1019.47	1
STD3	0	30/08/18	08:39:47	//	08:39:47	58.1966	4.9029	16.30	395.35	2241.30	393.91	-27.92	-0.17	32.84	1019.40	1015.73	-0.84	2.89	80.65	124.00	-55.48	9.89	9.89	9.89	4.20	4.69	27.00	36.56	16.154	302.929	98.969	16.334	1019.60	1
STD4	0	30/08/18	08:44:17	//	08:44:17	58.2043	4.8695	16.06	519.92	2734.20	519.71	-29.29	-0.18	32.84	1019.40	1015.83	-0.78	2.91	77.85	124.00	-55.39	9.89	9.89	9.89	2.92	4.94	27.00	36.66	15.897	304.497	98.980	16.095	1019.70	1
ATM	0	30/08/18	08:48:47	//	08:48:48	58.2132	4.8370	16.03	NaN	2247.80	395.96	207.20	1.37	32.83	1019.50	1015.80	-0.64	2.89	104.10	124.00	-47.61	9.89	9.89	9.89	4.54	5.00	27.00	36.87	15.883	306.826	99.679	16.068	1019.74	1
ATM-DRAIN	0	30/08/18	08:50:18	//	08:50:18	58.2161	4.8262	16.04	NaN	2247.60	395.91	207.91	1.38	32.84	1019.50	1015.69	-0.75	2.88	100.73	124.00	-52.99	9.89	9.89	9.89	4.51	5.00	27.00	36.87	15.895	307.423	99.891	16.076	1019.61	1
ATM	0	30/08/18	08:52:09	//	08:52:09	58.2197	4.8128	16.05	NaN	2246.60	395.75	209.00	1.38	32.83	1019.30	1015.58	-0.75	2.90	99.19	124.00	6.21	9.89	9.89	9.89	3.69	4.81	27.00	36.98	15.912	305.422	99.275	16.092	1019.72	1
ATM	0	30/08/18	08:53:39	//	08:53:40	58.2226	4.8019	16.06	NaN	2247.40	395.83	209.08	1.38	32.84	1019.50	1015.82	-0.81	2.90	104.10	124.00	6.15	9.89	9.89	9.89	4.46	4.75	27.00	36.98	15.919	304.503	98.995	16.101	1019.75	1
ATM	0	30/08/18	08:55:10	//	08:55:10	58.2255	4.7911	16.07	NaN	2246.90	395.77	209.00	1.38	32.84	1019.40	1015.94	-0.77	2.91	104.65	124.00	6.07	9.89	9.89	9.89	3.37	4.75	27.00	36.98	15.917	304.093	98.867	16.104	1019.63	1
EQU	0	30/08/18	09:00:06	//	09:00:06	58.2351	4.7558	16.01	NaN	2029.80	345.56	208.45	1.38	32.84	1019.60	1015.76	-0.76	2.90	85.33	124.00	-55.68	9.89	9.89	9.89	3.61	4.94	27.00	37.08	15.846	306.075	99.383	16.043	1019.62	1
EQU	0	30/08/18	09:01:38	//	09:01:39	58.2381	4.7447	15.99	NaN	2028.20	345.24	209.08	1.38	32.84	1019.60	1015.82	-0.73	2.92	85.38	124.00	-55.22	9.89	9.89	9.89	3.94	4.94	27.00	37.08	15.833	305.699	99.220	16.024	1019.63	1
EQU	0	30/08/18	09:03:11	//	09:03:11	58.2411	4.7337	15.99	NaN	2027.20	345.01	208.91	1.38	32.84	1019.60	1015.68	-0.78	2.92	84.47	124.00	19.23	9.89	9.89	9.89	4.59	4.94	27.00	37.19	15.862	305.225	99.088	16.034	1019.72	1
EQU	0	30/08/18	09:04:44	//	09:04:44	58.2441	4.7227	16.01	NaN	2027.20	345.04	208.54	1.38	32.84	1019.50	1015.76	-0.81	2.92	84.79	124.00	32.49	9.89	9.89	9.89	3.57	4.87	27.00	37.29	15.876	305.977	99.379	16.056	1019.81	1
EQU	0	30/08/18	09:06:17	//	09:06:17	58.2471	4.7117	16.03	NaN	2028.40	345.25	208.37	1.38	32.83	1019.60	1015.85	-0.73	2.90	86.24	124.00	34.76	9.89	9.89	9.89	4.41	4.94	27.00	37.29	15.878	305.446	99.217	16.061	1019.85	1
EQU	0	30/08/18	09:07:49	//	09:07:49	58.2501	4.7008	16.04	NaN	2029.90	345.56	208.33	1.38	32.83	1019.70	1015.97	-0.78	2.91	85.65	124.00	-38.64	9.89	9.89	9.89	3.41	5.00	27.00	37.40	15.916	305.119	99.149	16.079	1019.79	1
EQU	0	30/08/18	09:09:22	//	09:09:22	58.2531	4.6898	16.08	NaN	2030.60	345.77	208.41	1.38	32.83	1019.60	1015.91	-0.81	2.91	84.79	124.00	9.21	9.89	9.89	9.89	3.37	5.00	27.06	37.50	15.957	304.918	99.180	16.125	1019.89	1
EQU	0	30/08/18	09:10:54	//	09:10:55	58.2561	4.6789	16.10	NaN	2031.60	345.95	208.41	1.38	32.84	1019.70	1016.10	-0.73	2.93	84.95	124.00	9.20	9.89	9.89	9.89	3.53	4.81	27.00	37.61	15.947	305.307	99.329	16.136	1019.83	1
EQU	0	30/08/18	09:12:27	//	09:12:27	58.2591	4.6680	16.09	NaN	2032.30	346.11	207.62	1.37	32.84	1019.70	1015.82	-0.76	2.91	83.84	124.00	22.75	9.89	9.89	9.89	3.70	4.81	27.00	37.61	15.933	305.845	99.477	16.123	0.00	1
EQU	0	30/08/18	09:13:59	//	09:14:00	58.2620	4.6572	16.08	NaN	2033.80	346.47	206.75	1.37	32.84	1019.60	1015.78	-0.79	2.93	85.06	124.00	-41.02	9.89	9.89	9.89	3.70	4.75	27.00	37.71	15.912	306.566	99.686	16.111	1019.80	1
EQU	0	30/08/18	09:15:32	//	09:15:32	58.2646	4.6462	16.06	NaN	2036.70	347.13	207.00	1.37	32.83	1019.60	1015.82	-0.87	2.93	85.70	124.00	-55.26	9.89	9.89	9.89	3.54	4.69	27.00	37.82	15.871	305.636	99.315	16.079	1019.90	1
EQU	0	30/08/18	09:17:05	//	09:17:05	58.2674	4.6351	16.01	NaN	2038.30	347.53	206.75	1.37	32.83	1019.60	1015.94	-0.89	2.91	83.89	124.00	-55.23	9.89	9.89	9.89	2.53	4.75	27.00	37.92	15.811	305.958	99.324	16.033	1019.72	1
EQU	0	30/08/18	09:18:37	//	09:18:38	58.2701	4.6240	15.95	NaN	2037.40	347.25	207.16	1.37	32.83	1019.70	1015.93	-0.78	2.92	87.75	124.00	-55.66	9.89	9.89	9.89	4.17	4.75	27.00	38.03	15.765	99.396	15.960	260.000	1019.89	1
EQU	0	30/08/18	09:20:10	//	09:20:10	58.2729	4.6129	15.94	NaN	2032.00	346.09	206.75	1.37	32.84	1019.60	1016.06	-0.89	2.93	85.33	124.00	-55.55	9.89	9.89	9.89	4.47	4.69	27.00	38.03	15.819	306.341	99.367	15.995	1020.02	1
EQU	0	30/08/18	09:21:42	//	09:21:43	58.2757	4.6018	15.98	NaN	2020.30	343.40	206.16	1.36	32.84	1019.70	1015.91	-0.80	2.92	83.84	124.00	-55.52	9.89	9.89	9.89	3.02	4.75	27.00	38.13	15.831	306.659	99.513	16.015	1019.90	1
EQU	0	30/08/18	09:23:15	//	09:23:15	58.2785	4.5908	15.98	NaN	2011.90	341.58	206.75	1.37	32.84	1019.60	1016.10	-0.84	2.93	85.49	124.00	19.06	9.89	9.89	9.89	4.25	4.75	27.00	38.24	15.824	306.162	99.348	16.013	1020.02	1
EQU	0	30/08/18	09:24:48	//	09:24:48	58.2812	4.5797	15.97	NaN	2006.30	340.30	207.04	1.37	32.84	1019.70	1016.09	-0.96	2.92	86.18	124.00	18.91	9.89	9.89	9.89	3.06	4.81	27.00	38.34	15.818	305.938	99.267	16.009	1019.89	1
EQU	0	30/08/18	09:26:20	//	09:26:21	58.2840	4.5687	15.97	NaN	2003.50	339.65	206.87	1.37	32.83	1019.80	1016.18	-0.78	2.92	84.63	124.00	-55.65	9.89	9.89	9.89	4.00	4.94	27.00	38.34	15.802	305.958	99.247	15.997	1020.15	1
EQU	0	30/08/18	09:27:53	//	09:27:53	58.2868	4.5577	15.95	NaN	2001.40	339.09	206.87	1.37	32.84	1020.00	1016.10	-0.77	2.92	84.90	124.00	-55.66	9.89	9.89	9.89	2.47	4.87	26.94	38.45	15.794	305.730	99.148	15.985	1020.03	1
EQU	0	30/08/18	09:29:25	//	09:29:26	58.2897	4.5465	15.95	NaN	2000.70	339.04	207.29	1.37	32.84	1019.70	1016.15	-0.84	2.93	85.01	124.00	-55.69	9.89	9.89	9.89	3.31	4.94	27.00	38.55	15.820	306.430	99.400	15.996	1020.07	1
EQU	0	30/08/18	09:30:58	//	09:30:58	58.2925	4.5354	15.98	NaN	2000.10	338.92	206.16	1.36	32.84	1019.70	1016.04	-0.95	2.91	84.10	124.00	54.16	9.89	9.89	9.89	4.72	4.81	27.06	38.55	15.854	306.070	99.338	16.022	1020.05	1
EQU	0	30/08/18	09:32:31	//	09:32:31	58.2954	4.5242	16.01	NaN	1999.90	338.82	206.00	1.36	32.84	1019.90	1016.02	-0.88	2.91	85.01	124.00	57.77	9.89	9.89	9.89	2.80	4.94	27.00	38.66	15.894	305.782	99.320	16.058	1020.08	1
EQU	0	30/08/18	09:34:03	//	09:34:04	58.2982	4.5131	16.06	NaN	1998.90	338.55	206.54	1.37	32.84	1020.00	1016.31	-0.77	2.93	85.70	124.00	21.80	9.89	9.89	9.89	4.15	4.94	27.06	38.76	15.924	305.882	99.435	16.097	1020.18	1
EQU	0	30/08/18	09:35:36	//	09:35:36	58.3011	4.5020	16.08	NaN	1996.50	338.03	206.83	1.37	32.84	1019.90	1016.20	-0.81	2.92	86.08	124.00	-54.53	9.89	9.89	9.89	4.02	5.00	27.00	38.76	15.918	305.489	99.329	16.107	1020.06	1
EQU	0	30/08/18	09:37:08	//	09:37:09	58.3039	4.4909	16.07	NaN	1994.00	337.53	207.12	1.37	32.84	1019.80	1016.18	-0.79	2.92	85.97	124.00	-55.63	9.89	9.89	9.89	3.62	5.00	27.00	38.87	15.901	305.806	99.403	16.094	1020.12	1
EQU	0	30/08/18	09:38:41	//	09:38:41	58.3067	4.4799	16.05	NaN	1992.30	337.09	207.62	1.37	32.84	1020.00	1016.21	-0.88	2.94	85.06	124.00	-55.61	9.89	9.89	9.89	3.78	4.94	27.00	38.87	15.892	306.470	99.588	16.079	1020.14	1
EQU	0	30/08/18	09:40:14	//	09:40:14	58.3095	4.4686	16.06	NaN	1990.00	336.64	206.87	1.37	32.84	1019.80	1016.19	-0.75	2.94	84.85	124.00	-55.69	9.89	9.89	9.89	3.41	4.87	27.00	38.97	15.932	307.120	99.851	16.104	1020.18	1
EQU	0	30/08/18	09:41:46	//	09:41:47	58.3124	4.4574	16.10	NaN	1988.90	336.36	207.08	1.37	32.84	1019.90	1016.39	-0.78	3.91	86.62	124.00	-55.71	9.89	9.89	9.89	4.41	4.81	27.00	38.97	15.942	299.762	97.990	16.360	1020.21	2
EQU	0	30/08/18	09:43:19	//	09:43:19	58.3153	4.4464	16.12	NaN	1988.30	336.26	206.70	1.37	32.84	1019.90	1016.26	-0.81	3.91	87.26	124.00	-54.00	9.89	9.89	9.89	4.07	4.75	27.00	39.07	15.963	297.143	97.942	16.753	1020.03	2
EQU	0	30/08/18	09:44:51	//	09:44:52	58.3181	4.4352	16.15	NaN	1988.50	336.24	206.75	1.37	32.85	1020.00	1016.27	-0.78	3.91	86.40	124.00	-53.79	9.89	9.89	9.89	4.10	4.75	27.00	39.07	15.986	294.438	97.864	17.152	1020.14	2
EQU	0	30/08/18	09:46:24	//	09:46:24	58.3209	4.4242	16.16	NaN	1988.70	336.30	206.41	1.36	32.85	1019.80	1016.31	-0.75	3.92	84.47	124.00	-49.08	9.89	9.89	9.89	3.72	4.81	27.00	39.18	15.975	291.916	97.781	17.525	1020.32	2
EQU	0	30/08/18	09:47:57	//	09:47:58	58.3236	4.4130	16.14	NaN	1988.70	336.32	206.62	1.37	32.85	1020.00	1016.41	-0.78	3.92	85.33	124.00	-50.71	9.89	9.89	9.89	4.55	4.81	27.00	39.18	15.947	289.917	97.821	17.877	1020.29	2
EQU	0	30/08/18	09:49:29	//	09:49:30	58.3264	4.4021	16.11	NaN	1988.90	336.33	206.75	1.37	32.85	1020.00	1016.43	-0.84	3.91	85.54	124.00	-55.52	9.89	9.89	9.89	4.61	4.94	27.00	39.18	15.919	287.962	97.839	18.215	1020.30	2
EQU-DRAIN	0	30/08/18	09:51:02	//	09:51:02	58.3291	4.3909	16.09	NaN	1989.10	336.37	206.04	1.36	32.86	1020.10	1016.45	-0.84	3.93	85.65	124.00	-55.52	9.89	9.89	9.89	5.21	5.06	27.00	39.18	15.911	286.026	97.798	18.525	1020.14	2
EQU	0	30/08/18	09:52:55	//	09:52:56	58.3325	4.3771	16.08	NaN	1990.70	336.76	207.12	1.37	32.86	1020.00	1016.37	-0.74	3.92	85.92	124.00	-55.59	9.89	9.89	9.89	3.54	4.75	27.00	39.28	15.896	284.001	97.807	18.878	1020.22	2
EQU	0	30/08/18	09:54:28	//	09:54:28	58.3352	4.3660	16.07	NaN	1991.90	336.97	206.58	1.37	32.85	1020.10	1016.80	-0.81	3.90	85.01	124.00	-55.71	9.89	9.89	9.89	2.86	4.81	27.06	39.28	15.885	282.234	97.719	19.142	1020.30	2
EQU	0	30/08/18	09:56:01	//	09:56:01	58.3380	4.3548	16.06	NaN	1992.70	337.20	207.08	1.37	32.87	1020.00	1016.64	-0.72	3.90	84.37	124.00	-55.74	9.89	9.89	9.89	5.16	4.94	27.06	39.28	15.877	280.973	97.769	19.390	1020.20	2
EQU	0	30/08/18	09:57:33	//	09:57:33	58.3407	4.3436	16.06	NaN	1994.20	337.52	206.95	1.37	32.86	1020.00	1016.50	-0.75	3.90	85.17	124.00	-55.73	9.89	9.89	9.89	4.45	5.00	27.06	39.39	15.875	279.590	97.735	19.618	1020.41	2
EQU	0	30/08/18	09:59:06	//	09:59:06	58.3434	4.3324	16.06	NaN	1996.50	338.02	206.66	1.37	32.87	1020.00	1016.52	-0.82	3.90	85.01	124.00	-55.72	9.89	9.89	9.89	4.86	4.75	27.06	39.39	15.877	278.366	97.738	19.839	1020.35	2
EQU	0	30/08/18	10:00:38	//	10:00:39	58.3462	4.3211	16.05	NaN	1998.30	338.34	207.08	1.37	32.87	1020.20	1016.55	-0.77	3.91	83.73	124.00	-55.67	9.89	9.89	9.89	4.12	4.94	27.06	39.39	15.858	277.274	97.736	20.035	1020.32	2
EQU	0	30/08/18	10:02:11	//	10:02:11	58.3489	4.3099	16.02	NaN	1998.90	338.49	207.12	1.37	32.87	1020.20	1016.55	-0.81	3.92	84.32	124.00	-54.01	9.89	9.89	9.89	3.08	4.94	27.06	39.39	15.835	276.316	97.779	20.231	1020.34	2
EQU	0	30/08/18	10:03:43	//	10:03:44	58.3516	4.2986	16.01	NaN	1998.10	338.35	206.87	1.37	32.87	1020.10	1016.64	-0.86	3.93	86.45	124.00	-53.96	9.89	9.89	9.89	4.49	4.81	27.06	39.39	15.831	275.346	97.784	20.411	1020.22	2
EQU	0	30/08/18	10:05:16	//	10:05:16	58.3543	4.2875	16.01	NaN	1997.60	338.22	207.41	1.37	32.88	1020.20	1016.86	-0.78	3.92	86.35	124.00	-53.99	9.89	9.89	9.89	3.58	4.87	27.06	39.28	15.834	274.351	97.760	20.581	0.00	2
EQU	0	30/08/18	10:06:48	//	10:06:49	58.3570	4.2762	16.01	NaN	1998.00	338.41	207.33	1.37	32.88	1020.20	1016.63	-0.80	3.91	85.27	124.00	-54.92	9.89	9.89	9.89	3.43	4.94	27.06	39.28	15.833	273.322	97.689	20.736	1020.41	2
EQU	0	30/08/18	10:08:21	//	10:08:22	58.3598	4.2650	16.02	NaN	1999.30	338.53	206.41	1.36	32.88	1020.30	1016.66	-0.78	3.90	85.17	124.00	-54.75	9.89	9.89	9.89	4.55	4.81	27.06	39.28	15.850	272.757	97.761	20.878	1020.46	2
EQU	0	30/08/18	10:09:54	//	10:09:54	58.3624	4.2540	16.02	NaN	1999.30	338.57	206.41	1.36	32.89	1020.30	1016.62	-0.79	3.91	84.90	124.00	-54.14	9.89	9.89	9.89	2.58	4.94	27.00	39.18	15.821	271.986	97.743	21.012	1020.41	2
EQU	0	30/08/18	10:11:26	//	10:11:27	58.3651	4.2427	15.98	NaN	1998.50	338.39	206.41	1.36	32.89	1020.30	1016.78	-0.84	2.92	85.59	124.00	-54.71	9.89	9.89	9.89	5.17	5.06	27.06	39.18	15.805	301.020	98.423	16.371	1020.50	1
EQU	0	30/08/18	10:12:59	//	10:12:59	58.3678	4.2316	15.98	NaN	1997.90	338.29	206.00	1.36	32.89	1020.20	1016.49	-0.77	2.92	86.35	124.00	-54.96	9.89	9.89	9.89	3.96	4.87	27.06	39.18	15.821	307.280	99.808	16.059	1020.58	1
EQU	0	30/08/18	10:14:32	//	10:14:32	58.3706	4.2206	15.98	NaN	1998.00	338.31	206.25	1.36	32.89	1020.20	1016.75	-0.79	2.93	86.02	124.00	-49.44	9.89	9.89	9.89	3.53	4.94	27.06	39.18	15.808	310.631	100.825	16.025	1020.34	1
EQU	0	30/08/18	10:16:04	//	10:16:05	58.3732	4.2094	15.95	NaN	1998.60	338.46	205.91	1.36	32.90	1020.20	1016.88	-0.79	2.92	84.90	124.00	-49.37	9.89	9.89	9.89	3.45	4.81	27.06	39.18	15.778	310.220	100.617	15.991	1020.48	1
EQU	0	30/08/18	10:17:37	//	10:17:38	58.3759	4.1983	15.93	NaN	2000.50	338.88	205.54	1.36	32.91	1020.20	1016.76	-0.81	2.91	85.65	124.00	-55.62	9.89	9.89	9.89	4.88	4.94	27.06	39.07	15.770	309.739	100.417	15.970	1020.58	1
EQU	0	30/08/18	10:19:10	//	10:19:10	58.3786	4.1874	15.93	NaN	2004.50	339.70	205.75	1.36	32.90	1020.30	1016.79	-0.83	2.91	85.92	124.00	-55.45	9.89	9.89	9.89	3.00	4.94	27.12	39.07	15.770	310.019	100.494	15.964	1020.52	1
EQU	0	30/08/18	10:20:42	//	10:20:42	58.3810	4.1763	15.92	NaN	2006.60	340.18	206.00	1.36	32.90	1020.30	1016.78	-0.85	2.91	85.38	124.00	-55.57	9.89	9.89	9.89	4.19	4.87	27.06	38.97	15.766	309.097	100.179	15.956	1020.67	1
EQU	0	30/08/18	10:22:15	//	10:22:15	58.3834	4.1649	15.92	NaN	2010.10	340.96	205.91	1.36	32.91	1020.40	1016.65	-0.78	2.94	86.24	124.00	-55.61	9.89	9.89	9.89	3.09	4.81	27.00	38.97	15.760	308.828	100.089	15.955	1020.65	1
EQU	0	30/08/18	10:23:47	//	10:23:48	58.3859	4.1537	15.92	NaN	2013.50	341.70	205.58	1.36	32.91	1020.30	1016.72	-0.90	2.94	86.24	124.00	-55.68	9.89	9.89	9.89	4.90	4.94	27.06	38.97	15.772	308.233	99.918	15.965	1020.61	1
EQU	0	30/08/18	10:25:20	//	10:25:20	58.3884	4.1425	15.92	NaN	2015.40	342.14	205.33	1.36	32.91	1020.30	1016.79	-0.80	2.92	85.49	124.00	-55.64	9.89	9.89	9.89	4.74	5.06	27.06	38.87	15.762	308.577	100.016	15.959	1020.67	1
EQU	0	30/08/18	10:26:53	//	10:26:53	58.3909	4.1312	15.91	NaN	2015.80	342.26	205.50	1.36	32.91	1020.20	1016.97	-0.85	2.91	84.95	124.00	-55.59	9.89	9.89	9.89	3.84	4.94	27.06	38.87	15.744	307.762	99.723	15.945	1020.65	1
EQU	0	30/08/18	10:28:25	//	10:28:26	58.3934	4.1199	15.90	NaN	2015.50	342.19	205.95	1.36	32.91	1020.30	1016.78	-0.87	2.93	86.78	124.00	-55.56	9.89	9.89	9.89	2.69	4.81	27.06	38.76	15.741	309.139	100.144	15.933	1020.65	1
EQU	0	30/08/18	10:29:58	//	10:29:58	58.3959	4.1086	15.90	NaN	2016.10	342.25	206.00	1.36	32.91	1020.30	1017.05	-0.84	2.91	85.81	124.00	-55.71	9.89	9.89	9.89	4.37	4.81	27.06	38.76	15.737	308.600	99.963	15.930	1020.52	1
EQU	0	30/08/18	10:31:30	//	10:31:31	58.3985	4.0973	15.90	NaN	2017.30	342.49	205.95	1.36	32.91	1020.50	1016.97	-0.88	2.92	86.02	124.00	-55.70	9.89	9.89	9.89	4.80	4.94	27.06	38.66	15.747	309.100	100.131	15.933	1020.56	1
EQU	0	30/08/18	10:33:03	//	10:33:03	58.4010	4.0862	15.90	NaN	2017.00	342.47	205.00	1.35	32.91	1020.40	1017.02	-0.87	2.91	86.13	124.00	18.86	9.89	9.89	9.89	5.21	4.81	27.06	38.55	15.804	308.604	100.015	15.954	1020.65	1
EQU	0	30/08/18	10:34:36	//	10:34:36	58.4035	4.0747	16.03	NaN	2015.00	341.99	205.62	1.36	32.91	1020.50	1016.87	-0.88	2.91	85.70	124.00	18.90	9.89	9.89	9.89	2.97	4.75	27.06	38.55	15.980	307.103	99.861	16.111	1020.59	1
EQU	0	30/08/18	10:36:08	//	10:36:09	58.4057	4.0630	16.12	NaN	2004.40	339.61	205.33	1.36	32.91	1020.50	1016.73	-0.86	2.91	85.70	124.00	-38.22	9.89	9.89	9.89	3.12	4.75	27.06	38.45	15.998	306.631	99.817	16.163	1020.55	1
EQU	0	30/08/18	10:37:41	//	10:37:41	58.4079	4.0516	16.15	NaN	1995.30	337.59	205.08	1.35	32.91	1020.50	1016.80	-0.81	2.91	86.02	124.00	-38.22	9.89	9.89	9.89	3.16	4.81	27.06	38.34	16.011	307.061	100.013	16.189	1020.51	1
EQU	0	30/08/18	10:39:14	//	10:39:14	58.4102	4.0400	16.16	NaN	1992.30	337.01	205.62	1.36	32.91	1020.30	1017.01	-0.86	2.90	84.79	124.00	-38.21	9.89	9.89	9.89	3.25	4.94	27.06	38.34	16.010	307.519	100.173	16.194	1020.59	1
EQU	0	30/08/18	10:40:46	//	10:40:46	58.4125	4.0287	16.16	NaN	1991.60	336.82	205.91	1.36	32.91	1020.40	1016.82	-0.94	2.92	85.06	124.00	-55.44	9.89	9.89	9.89	4.42	4.81	27.06	38.24	16.008	307.010	100.001	16.191	1020.53	1
EQU	0	30/08/18	10:42:19	//	10:42:19	58.4148	4.0172	16.16	NaN	1991.10	336.72	205.79	1.36	32.91	1020.40	1016.64	-0.84	2.92	86.62	124.00	26.62	9.89	9.89	9.89	4.86	4.81	27.06	38.13	16.001	306.941	99.978	16.191	1020.66	1
EQU	0	30/08/18	10:43:51	//	10:43:52	58.4169	4.0056	16.14	NaN	1990.70	336.73	206.08	1.36	32.91	1020.20	1016.84	-0.82	2.92	84.85	124.00	101.19	9.89	9.89	9.89	3.76	4.81	27.06	38.13	15.983	307.956	100.276	16.176	1020.55	1
EQU	0	30/08/18	10:45:24	//	10:45:24	58.4190	3.9941	16.13	NaN	1992.50	336.99	206.08	1.36	32.92	1020.50	1016.75	-0.93	2.90	86.24	124.00	26.42	9.89	9.89	9.89	5.21	4.81	27.06	38.03	15.968	309.129	100.631	16.163	1020.73	1
EQU	0	30/08/18	10:46:57	//	10:46:57	58.4211	3.9824	16.12	NaN	1993.90	337.32	205.66	1.36	32.92	1020.50	1016.80	-0.88	2.91	85.27	124.00	19.00	9.89	9.89	9.89	3.98	4.75	27.06	37.92	15.969	309.092	100.593	16.151	1020.69	1
EQU	0	30/08/18	10:48:29	//	10:48:30	58.4232	3.9708	16.13	NaN	1994.50	337.45	205.79	1.36	32.91	1020.40	1016.88	-0.84	2.91	85.01	124.00	-31.48	9.89	9.89	9.89	4.39	4.75	27.06	37.92	15.971	310.204	100.975	16.160	1020.70	1
EQU	0	30/08/18	10:50:02	//	10:50:02	58.4254	3.9591	16.11	NaN	1995.00	337.62	205.87	1.36	32.92	1020.30	1017.08	-0.78	2.92	84.42	124.00	-31.50	9.89	9.89	9.89	5.21	4.94	27.06	37.82	15.942	310.011	100.871	16.141	1020.71	1
EQU-DRAIN	0	30/08/18	10:51:34	//	10:51:35	58.4275	3.9474	16.09	NaN	1996.30	337.83	205.91	1.36	32.92	1020.50	1016.77	-0.81	2.92	87.05	124.00	-31.58	9.89	9.89	9.89	5.08	5.00	27.06	37.71	15.926	309.442	100.641	16.120	1020.73	1
EQU	0	30/08/18	10:53:28	//	10:53:28	58.4302	3.9330	16.08	NaN	1997.50	338.13	206.33	1.36	32.92	1020.40	1016.83	-0.89	2.92	85.33	124.00	-55.74	9.89	9.89	9.89	4.92	4.87	27.06	37.61	15.909	308.401	100.282	16.111	1020.66	1
EQU	0	30/08/18	10:55:01	//	10:55:01	58.4324	3.9211	16.06	NaN	1997.80	338.18	206.33	1.36	32.93	1020.50	1016.92	-0.90	2.91	85.54	124.00	-55.75	9.89	9.89	9.89	4.67	5.00	27.12	37.61	15.879	308.270	100.182	16.084	0.00	1
EQU	0	30/08/18	10:56:33	//	10:56:34	58.4346	3.9092	16.02	NaN	1997.80	338.17	206.08	1.36	32.93	1020.50	1016.96	-0.77	2.92	85.43	124.00	-55.38	9.89	9.89	9.89	3.88	4.81	27.06	37.50	15.790	307.666	99.875	16.031	1020.80	1
EQU	0	30/08/18	10:58:06	//	10:58:06	58.4368	3.8976	16.00	NaN	1998.90	338.43	206.29	1.36	32.93	1020.50	1016.83	-0.75	2.91	87.32	124.00	-55.22	9.89	9.89	9.89	2.90	4.94	27.12	37.50	15.920	307.383	99.876	16.075	1020.65	1
EQU	0	30/08/18	10:59:38	//	10:59:39	58.4391	3.8859	16.06	NaN	1995.50	337.65	205.70	1.36	32.93	1020.50	1016.82	-0.81	2.92	84.58	124.00	-55.31	9.89	9.89	9.89	4.57	5.00	27.06	37.40	15.904	307.846	100.065	16.093	1020.87	1
EQU	0	30/08/18	11:01:11	//	11:01:11	58.4412	3.8744	16.06	NaN	1987.90	335.95	205.62	1.36	32.94	1020.60	1016.88	-0.94	2.92	86.40	124.00	-55.62	9.89	9.89	9.89	3.96	4.81	27.12	37.40	15.909	308.796	100.383	16.098	1020.65	1
EQU	0	30/08/18	11:02:44	//	11:02:44	58.4433	3.8627	16.06	NaN	1983.00	334.84	205.50	1.36	32.94	1020.70	1016.96	-0.89	2.92	86.45	124.00	-55.67	9.89	9.89	9.89	3.37	5.00	27.12	37.29	15.916	308.780	100.387	16.102	1020.83	1
STD1	0	30/08/18	11:07:14	//	11:07:14	58.4493	3.8289	16.04	0.00	5.53	-0.22	-16.75	-0.10	32.95	1020.70	1017.15	-0.80	2.92	82.26	124.00	-55.57	9.89	9.89	9.89	2.65	4.87	27.12	37.08	15.863	311.231	101.103	16.064	1020.74	1
STD2	0	30/08/18	11:11:44	//	11:11:45	58.4552	3.7952	16.01	189.97	1246.90	189.43	-24.46	-0.15	32.96	1020.70	1017.03	-0.84	2.92	75.84	124.00	-55.52	9.89	9.89	9.89	3.23	4.75	27.19	36.98	15.853	312.862	101.591	16.045	1020.93	1
